province,city,location_id,lat,lon
北京,北京市,101010100,39.9050,116.4053
天津,天津市,101030100,39.1256,117.1902
河北,石家庄市,101090101,38.0455,114.5025
河北,唐山市,101090501,39.6351,118.1754
河北,秦皇岛市,101091101,39.8882,119.5202
河北,邯郸市,101091001,36.6123,114.4907
河北,邢台市,101090901,37.0602,114.4974
河北,保定市,101090201,38.8677,115.4823
河北,张家口市,101090301,40.8119,114.8841
河北,承德市,101090402,40.9762,117.9392
河北,沧州市,101090701,38.3106,116.8575
河北,廊坊市,101090601,39.5239,116.7044
河北,衡水市,101090801,37.7351,115.6660
山西,太原市,101100101,37.8570,112.5492
山西,大同市,101100201,40.0971,113.3668
山西,阳泉市,101100301,37.8612,113.5833
山西,长治市,101100501,36.1911,113.1136
山西,晋城市,101100601,35.4976,112.8513
山西,朔州市,101100901,39.3313,112.4334
山西,晋中市,101100401,37.6965,112.7365
山西,运城市,101100801,35.0228,111.0040
山西,忻州市,101101001,38.4177,112.7335
山西,临汾市,101100701,36.0841,111.5180
山西,吕梁市,101101100,37.5244,111.1343
内蒙古,呼和浩特市,101080101,40.8421,111.7488
内蒙古,包头市,101080201,40.6213,109.9532
内蒙古,乌海市,101080301,39.6737,106.8256
内蒙古,赤峰市,101080601,42.2569,118.8876
内蒙古,通辽市,101080501,43.6174,122.2631
内蒙古,鄂尔多斯市,101080701,39.6087,109.7825
内蒙古,呼伦贝尔市,101081013,49.1665,119.7785
内蒙古,巴彦淖尔市,101080811,40.7574,107.4170
内蒙古,乌兰察布市,101080405,41.0341,113.1145
内蒙古,兴安盟,101081108,46.0763,122.0703
内蒙古,锡林郭勒盟,101080902,43.9440,116.0910
内蒙古,阿拉善盟,101081213,38.8448,105.7064
辽宁,沈阳市,101070101,41.6776,123.4647
辽宁,大连市,101070201,38.9146,121.6186
辽宁,鞍山市,101070301,41.1106,122.9956
辽宁,抚顺市,101070401,41.8813,123.9571
辽宁,本溪市,101070501,41.4868,123.6850
辽宁,丹东市,101070601,40.0007,124.3544
辽宁,锦州市,101070701,41.1193,121.1357
辽宁,营口市,101070801,40.6674,122.2352
辽宁,阜新市,101070901,42.0220,121.6701
辽宁,辽阳市,101071001,41.2694,123.1815
辽宁,盘锦市,101071301,40.7196,122.1707
辽宁,铁岭市,101071101,42.2233,123.7257
辽宁,朝阳市,101071201,41.5768,120.4512
辽宁,葫芦岛市,101071401,40.7110,120.8368
吉林,长春市,101060101,43.8170,125.3236
吉林,吉林市,101060201,43.8436,126.5530
吉林,四平市,101060401,43.1703,124.3708
吉林,辽源市,101060701,42.9027,125.1453
吉林,通化市,101060501,41.7212,125.9365
吉林,白山市,101060901,41.9425,126.4278
吉林,松原市,101060801,45.1182,124.8236
吉林,白城市,101060601,45.6190,122.8411
吉林,延边朝鲜族自治州,101060306,42.9048,129.5132
黑龙江,哈尔滨市,101050101,45.8030,126.5351
黑龙江,齐齐哈尔市,101050201,47.3421,123.9579
黑龙江,鸡西市,101051101,45.3000,130.9760
黑龙江,鹤岗市,101051201,47.3321,130.2775
黑龙江,双鸭山市,101051301,46.6434,131.1573
黑龙江,大庆市,101050901,46.5907,125.1127
黑龙江,伊春市,101050801,47.7269,128.8993
黑龙江,佳木斯市,101050401,46.8096,130.3616
黑龙江,七台河市,101051002,45.7713,131.0156
黑龙江,牡丹江市,101050301,44.5830,129.6186
黑龙江,黑河市,101050601,50.2496,127.4990
黑龙江,绥化市,101050501,46.6374,126.9929
黑龙江,大兴安岭地区,101050701,50.4113,124.1179
上海,上海市,101020100,31.2317,121.4726
江苏,南京市,101190101,32.0415,118.7674
江苏,无锡市,101190201,31.4911,120.3119
江苏,徐州市,101190801,34.2042,117.2838
江苏,常州市,101191101,31.7728,119.9470
江苏,苏州市,101190401,31.2994,120.6196
江苏,南通市,101190501,32.0162,120.8646
江苏,连云港市,101191001,34.6000,119.1788
江苏,淮安市,101190901,33.5515,119.1132
江苏,盐城市,101190701,33.3776,120.1400
江苏,扬州市,101190601,32.3932,119.4210
江苏,镇江市,101190301,32.2044,119.4528
江苏,泰州市,101191201,32.4849,119.9152
江苏,宿迁市,101191301,33.9630,118.2752
浙江,杭州市,101210101,30.2460,120.2108
浙江,宁波市,101210401,29.8603,121.6245
浙江,温州市,101210701,28.0006,120.6721
浙江,嘉兴市,101210301,30.7627,120.7509
浙江,湖州市,101210201,30.8672,120.1024
浙江,绍兴市,101210507,30.0516,120.5829
浙江,金华市,101210901,29.0895,119.6495
浙江,衢州市,101211001,28.9417,118.8726
浙江,舟山市,101211101,29.9856,122.2074
浙江,台州市,101210601,28.6614,121.4286
浙江,丽水市,101210801,28.4520,119.9218
安徽,合肥市,101220101,31.8206,117.2273
安徽,芜湖市,101220301,31.3526,118.4331
安徽,蚌埠市,101220201,32.9397,117.3632
安徽,淮南市,101220401,32.5854,117.0186
安徽,马鞍山市,101220501,31.6894,118.5079
安徽,淮北市,101221201,33.9717,116.7947
安徽,铜陵市,101221301,30.9299,117.8166
安徽,安庆市,101220601,30.5318,117.1154
安徽,黄山市,101221001,29.7092,118.3173
安徽,滁州市,101221101,32.2559,118.3334
安徽,阜阳市,101220801,32.8970,115.8197
安徽,宿州市,101220701,33.6339,116.9841
安徽,六安市,101221501,31.7529,116.5077
安徽,亳州市,101220901,33.8693,115.7829
安徽,池州市,101221701,30.6560,117.4892
安徽,宣城市,101221401,30.9457,118.7580
福建,福州市,101230101,26.0753,119.3062
福建,厦门市,101230201,24.4905,118.1102
福建,莆田市,101230401,25.4310,119.0076
福建,三明市,101230801,26.2654,117.6350
福建,泉州市,101230501,24.8745,118.6757
福建,漳州市,101230601,24.5109,117.6618
福建,南平市,101230901,27.3828,118.0813
福建,龙岩市,101230701,25.0916,117.0298
福建,宁德市,101230301,26.6592,119.5271
江西,南昌市,101240101,28.6765,115.8922
江西,景德镇市,101240801,29.2926,117.2147
江西,萍乡市,101240901,27.6587,113.8872
江西,九江市,101240201,29.6612,115.9536
江西,新余市,101241001,27.8108,114.9308
江西,鹰潭市,101241101,28.2386,117.0338
江西,赣州市,101240701,25.8510,114.9403
江西,吉安市,101240601,27.1117,114.9864
江西,宜春市,101240501,27.8043,114.3911
江西,抚州市,101240401,27.9839,116.3584
江西,上饶市,101240301,28.4444,117.9712
山东,济南市,101120101,36.6521,117.1201
山东,青岛市,101120201,36.0830,120.3552
山东,淄博市,101120301,36.8149,118.0476
山东,枣庄市,101121401,34.8109,117.3238
山东,东营市,101121201,37.4340,118.6746
山东,烟台市,101120501,37.4646,121.4478
山东,潍坊市,101120601,36.7093,119.1071
山东,济宁市,101120701,35.4154,116.5872
山东,泰安市,101120801,36.1950,117.1291
山东,威海市,101121301,37.5097,122.1164
山东,日照市,101121501,35.4169,119.5269
山东,临沂市,101120901,35.1038,118.3565
山东,德州市,101120401,37.4540,116.3074
山东,聊城市,101121701,36.4560,115.9804
山东,滨州市,101121101,37.3835,118.0170
山东,菏泽市,101121001,35.2465,115.4694
河南,郑州市,101180101,34.7580,113.6654
河南,开封市,101180801,34.7971,114.3414
河南,洛阳市,101180901,34.6197,112.4539
河南,平顶山市,101180501,33.7666,113.1926
河南,安阳市,101180201,36.1034,114.3525
河南,鹤壁市,101181201,35.7482,114.2954
河南,新乡市,101180301,35.3036,113.9268
河南,焦作市,101181101,35.2390,113.2383
河南,濮阳市,101181301,35.7682,115.0413
河南,许昌市,101180401,34.0230,113.8261
河南,漯河市,101181501,33.5759,114.0264
河南,三门峡市,101181701,34.7773,111.1941
河南,南阳市,101180701,32.9991,112.5409
河南,商丘市,101181001,34.4371,115.6505
河南,信阳市,101180601,32.1233,114.0750
河南,周口市,101181401,33.6347,114.7012
河南,驻马店市,101181601,32.9802,114.0247
湖北,武汉市,101200101,30.5844,114.2986
湖北,黄石市,101200601,30.2201,115.0770
湖北,十堰市,101201101,32.6469,110.7879
湖北,宜昌市,101200901,30.7026,111.2908
湖北,襄阳市,101200201,32.0424,112.1442
湖北,鄂州市,101200301,30.3965,114.8906
湖北,荆门市,101201401,31.0354,112.2043
湖北,孝感市,101200401,30.9264,113.9267
湖北,荆州市,101200801,30.3269,112.2381
湖北,黄冈市,101200501,30.4477,114.8794
湖北,咸宁市,101200701,29.8328,114.3290
湖北,随州市,101201301,31.7175,113.3738
湖北,恩施土家族苗族自治州,101201001,30.2831,109.4870
湖南,长沙市,101250101,28.2283,112.9389
湖南,株洲市,101250301,27.8358,113.1517
湖南,湘潭市,101250201,27.8297,112.9441
湖南,衡阳市,101250401,26.9004,112.6077
湖南,邵阳市,101250901,27.2378,111.4692
湖南,岳阳市,101251001,29.3703,113.1329
湖南,常德市,101250601,29.0402,111.6913
湖南,张家界市,101251101,29.1274,110.4799
湖南,益阳市,101250700,28.5701,112.3550
湖南,郴州市,101250501,25.7936,113.0321
湖南,永州市,101251401,26.4345,111.6080
湖南,怀化市,101251201,27.5501,109.9782
湖南,娄底市,101250801,27.7281,112.0085
湖南,湘西土家族苗族自治州,101251509,28.3143,109.7397
广东,广州市,101280101,23.1252,113.2806
广东,韶关市,101280201,24.8013,113.5915
广东,深圳市,101280601,22.5470,114.0859
广东,珠海市,101280701,22.2716,113.5769
广东,汕头市,101280501,23.3710,116.7085
广东,佛山市,101280800,23.0288,113.1227
广东,江门市,101281101,22.5904,113.0949
广东,湛江市,101281001,21.2749,110.3650
广东,茂名市,101282001,21.6598,110.9192
广东,肇庆市,101280901,23.0515,112.4725
广东,惠州市,101280301,23.0794,114.4126
广东,梅州市,101280401,24.2991,116.1176
广东,汕尾市,101282101,22.7745,115.3642
广东,河源市,101281201,23.7463,114.6978
广东,阳江市,101281801,21.8592,111.9751
广东,清远市,101281301,23.6850,113.0512
广东,东莞市,101281601,23.0462,113.7463
广东,中山市,101281701,22.5211,113.3824
广东,潮州市,101281501,23.6617,116.6323
广东,揭阳市,101281901,23.5438,116.3557
广东,云浮市,101281401,22.9298,112.0444
广西,南宁市,101300101,22.8240,108.3200
广西,柳州市,101300301,24.3146,109.4117
广西,桂林市,101300501,25.2356,110.1798
广西,梧州市,101300601,23.4748,111.2976
广西,北海市,101301301,21.4733,109.1193
广西,防城港市,101301401,21.6867,108.3547
广西,钦州市,101301101,21.9671,108.6242
广西,贵港市,101300801,23.0936,109.6021
广西,玉林市,101300901,22.6314,110.1544
广西,百色市,101301001,23.8977,106.6163
广西,贺州市,101300701,24.4141,111.5521
广西,河池市,101301201,24.6959,108.0621
广西,来宾市,101300401,23.7338,109.2298
广西,崇左市,101300201,22.4041,107.3539
海南,海口市,101310101,20.0458,110.1984
海南,三亚市,101310201,18.2479,109.5083
海南,三沙市,101310301,16.8310,112.3488
海南,儋州市,101310205,19.5175,109.5768
重庆,重庆市,101040100,29.5638,106.5505
四川,成都市,101270101,30.5730,104.0663
四川,自贡市,101270301,29.3528,104.7734
四川,攀枝花市,101270201,26.5804,101.7160
四川,泸州市,101271001,28.8891,105.4434
四川,德阳市,101272001,31.1280,104.3987
四川,绵阳市,101270401,31.4677,104.6791
四川,广元市,101272101,32.4337,105.8298
四川,遂宁市,101270701,30.5133,105.5713
四川,内江市,101271201,29.5871,105.0661
四川,乐山市,101271401,29.5820,103.7613
四川,南充市,101270501,30.8372,106.1106
四川,眉山市,101271501,30.0483,103.8318
四川,宜宾市,101271101,28.7602,104.6308
四川,广安市,101270801,30.4564,106.6334
四川,达州市,101270601,31.2095,107.5023
四川,雅安市,101271701,29.9877,103.0010
四川,巴中市,101270901,31.8588,106.7537
四川,资阳市,101271301,30.1222,104.6419
四川,阿坝藏族羌族自治州,101271901,31.8998,102.2214
四川,甘孜藏族自治州,101271801,30.0507,101.9638
四川,凉山彝族自治州,101271601,27.8868,102.2587
贵州,贵阳市,101260101,26.6467,106.6282
贵州,六盘水市,101260803,26.5846,104.8467
贵州,遵义市,101260201,27.7219,107.0319
贵州,安顺市,101260301,26.2455,105.9322
贵州,毕节市,101260701,27.3017,105.2850
贵州,铜仁市,101260601,27.7183,109.1916
贵州,黔西南布依族苗族自治州,101260906,25.0881,104.8980
贵州,黔东南苗族侗族自治州,101260506,26.5834,107.9775
贵州,黔南布依族苗族自治州,101260413,26.2582,107.5172
云南,昆明市,101290101,24.8815,102.8337
云南,曲靖市,101290401,25.5016,103.7979
云南,玉溪市,101290701,24.3505,102.5439
云南,保山市,101290501,25.1118,99.1671
云南,昭通市,101291001,27.3370,103.7172
云南,丽江市,101291401,26.8721,100.2330
云南,普洱市,101290901,22.8252,100.9660
云南,临沧市,101291101,23.8866,100.0870
云南,楚雄彝族自治州,101290801,25.0420,101.5460
云南,红河哈尼族彝族自治州,101290301,23.3668,103.3842
云南,文山壮族苗族自治州,101290601,23.3695,104.2440
云南,西双版纳傣族自治州,101291602,22.0017,100.7979
云南,大理白族自治州,101290201,25.5895,100.2257
云南,德宏傣族景颇族自治州,101291501,24.4367,98.5784
云南,怒江傈僳族自治州,101291201,25.8509,98.8543
云南,迪庆藏族自治州,101291305,27.8269,99.7065
西藏,拉萨市,101140101,29.6604,91.1322
西藏,日喀则市,101140201,29.2675,88.8851
西藏,昌都市,101140501,31.1369,97.1785
西藏,林芝市,101140401,29.6547,94.3624
西藏,山南市,101140301,29.2360,91.7665
西藏,那曲市,101140601,31.4760,92.0602
西藏,阿里地区,101140701,32.5032,80.1055
陕西,西安市,101110101,34.3432,108.9397
陕西,铜川市,101111001,34.9166,108.9796
陕西,宝鸡市,101110901,34.3629,107.2377
陕西,咸阳市,101110200,34.3334,108.7051
陕西,渭南市,101110501,34.4994,109.5029
陕西,延安市,101110300,36.6501,109.4947
陕西,汉中市,101110801,33.0777,107.0286
陕西,榆林市,101110401,38.2902,109.7412
陕西,安康市,101110701,32.6903,109.0293
陕西,商洛市,101110601,33.8683,109.9398
甘肃,兰州市,101160101,36.0580,103.8236
甘肃,嘉峪关市,101161401,39.7865,98.2773
甘肃,金昌市,101160601,38.5142,102.1879
甘肃,白银市,101161301,36.5457,104.1736
甘肃,天水市,101160901,34.5785,105.7250
甘肃,武威市,101160501,37.9300,102.6347
甘肃,张掖市,101160701,38.9329,100.4555
甘肃,平凉市,101160301,35.5428,106.6847
甘肃,酒泉市,101160801,39.7440,98.5108
甘肃,庆阳市,101160401,35.7342,107.6384
甘肃,定西市,101160201,35.5796,104.6263
甘肃,陇南市,101161010,33.3886,104.9294
甘肃,临夏回族自治州,101161101,35.5994,103.2116
甘肃,甘南藏族自治州,101161209,34.9864,102.9110
青海,西宁市,101150101,36.6232,101.7789
青海,海东市,101150207,36.4735,102.4106
青海,海北藏族自治州,101150804,36.9594,100.9011
青海,黄南藏族自治州,101150305,35.5177,102.0200
青海,海南藏族自治州,101150402,36.2804,100.6195
青海,果洛藏族自治州,101150507,34.4736,100.2421
青海,玉树藏族自治州,101150601,33.0041,97.0085
青海,海西蒙古族藏族自治州,101150702,37.3481,97.3320
宁夏,银川市,101170101,38.4664,106.2782
宁夏,石嘴山市,101170201,39.0133,106.3762
宁夏,吴忠市,101170301,37.9862,106.1994
宁夏,固原市,101170401,36.0046,106.2852
宁夏,中卫市,101170501,37.5150,105.1896
新疆,乌鲁木齐市,101130101,43.7928,87.6177
新疆,克拉玛依市,101130201,45.5959,84.8739
新疆,吐鲁番市,101130501,42.9476,89.1841
新疆,哈密市,101131201,42.8332,93.5132
新疆,昌吉回族自治州,101130401,44.0146,87.3040
新疆,博尔塔拉蒙古自治州,101131604,44.9033,82.0748
新疆,巴音郭楞蒙古自治州,101130609,41.7686,86.1510
新疆,阿克苏地区,101130801,41.1707,80.2651
新疆,克孜勒苏柯尔克孜自治州,101131505,39.7140,76.1768
新疆,喀什地区,101130901,39.4677,75.9891
新疆,和田地区,101131301,37.1089,79.9275
新疆,伊犁哈萨克自治州,101131012,43.9219,81.3179
新疆,塔城地区,101131101,46.7463,82.9840
新疆,阿勒泰地区,101131401,47.8489,88.1387
